ID,target
0599759ce,7452487.545537695
059b6f1fa,2524921.7439976
059d00929,8133339.304778092
05a4eee1d,193689.7254568302
05b3e7717,9947165.238400487
05bd95a13,16114955.67232645
05f28202c,549713.817001021
061309a97,1988057.8485939403
06131d5cc,5824651.405535506
062bb21e8,1033785.86334416
06488c90a,2398400.62670911
064d48f86,2539096.0284175044
0662f9392,3682037.810309571
066502f55,3065469.332209624
066608dee,94959.99916870252
06843cff2,6074870.747843157
068d32d7f,162639.42050079355
06cd03d09,3074109.1544313654
06e503809,19971402.613069095
06f5eb3b9,1382478.1172182662
06f84353d,403914.18420835247
06f8d2837,678910.7646748896
06fab8e09,9442766.163144622
070ff9b8c,1486677.8319672577
071329972,8498721.304284856
071b32ef7,346143.5228166433
0733849bd,617797.8257772023
07495ca77,13591001.033412255
0763993d0,16409263.27011946
0770e5ca3,18449240.951648146
077787b5d,10775033.640206806
07874a916,1978604.2424046914
078c9588e,3512907.8494082736
07902a079,2912628.365739277
07954eaf6,890805.7374530945
079a1e508,2621722.8337858636
07b34096c,33325.902896034946
07b7baef9,4011990.08211723
07d01b837,2583175.8129514963
07eb3e75d,23393531.655155875
0803772fe,10573456.26298808
08067f653,2725490.887548258
08207f2c5,58447.2867979062
0823dffa9,113814.12872559001
084461f11,729170.3758577616
0850d8ad9,622672.0530336609
08557af71,31843177.607670743
085fb524c,3468631.1679072417
086a34c77,1451099.1485260276
08799037c,27070469.839974344
087ea0844,10164937.254781278
089248d8e,13702319.827872092
08b341d7d,2022119.7718400469
08c00d3d8,2082775.2244553873
08c1f91b0,212273.55537126018
08cb967e3,495357.8422269572
08cc2588d,176093.88328827647
08d27660b,3763459.8762590294
08ea2ecae,213170.40251473288
08f544828,22774414.46109914
08f855d4b,2217785.318869054
09183a245,6417984.538048403
0929d169b,1712150.8337208622
0933f9d69,10384267.779366465
0938ad7cf,3997275.731379424
093c7e5e3,2604806.451655506
09470c145,1109643.7892722022
0953d0754,1099937.1071600865
0975e4371,5986482.20112258
097b5abba,1733089.9337722124
099606598,1673478.5486661643
09ae3dc3a,4198676.387505476
09ae920d2,11441087.567578997
09b364ec5,7769787.846831993
09bd7fed6,4856795.516973497
09d3f15c7,404096.7999263994
09edae2ab,33355555.28845401
09faef65b,1758181.3065871377
0a0e74070,99620.37115452423
0a26a4be2,22194127.87925215
0a3df71ab,119107.5844023419
0a48a49fa,7342549.758386579
0a5bd4c80,2748715.4618792357
0a6e926ca,11237957.489066387
0a730d90b,1447823.378199795
0a76fdaa3,3302774.290333644
0a845633d,6153051.840061653
0a8ec2e6a,1190804.532426405
0aaa23f8a,2016323.8985478454
0adce5e78,1808756.3250036822
0add41ccf,11390925.52903072
0ae1fdc31,1158096.6165231839
0af7c3421,11220407.52032062
0afd2e694,9806088.14568698
0aff378aa,5020936.199918468
0b11670cf,3617096.026704928
0b132f2c6,502925.3776462186
0b1f5ef87,1812333.7395728186
0b20202fc,286406.2431261421
0b297d9f3,1861662.2704284964
0b59b910e,1872302.613929998
0b625d947,8185782.894718571
0ba28f4da,1862985.5296155824
0babe6002,405686.2409287371
0bbbe8deb,4047752.9871001868
0bc4faf0e,309654.154863016
0bd4a8ad2,9483382.039131315
0bd9b8737,4679918.811229456
0c32c635c,6321057.769287742
0c409e831,414871.8240365276
0c444d13b,3642974.525438979
0c4dfffad,3855540.064693088
0c5491505,629171.609752457
0c5525a98,272239.6633402152
0c5b5c1e0,329154.70554862975
0c8b1a649,3568166.1700767335
0c97eddd2,9426447.917538017
0cba9fad9,4992672.251017581
0cbd1021b,434254.8610229629
0cc925146,1216171.8147072888
0ccf73685,4260803.316933694
0cef183f7,58988.224436133096
0cef3a40b,711184.920105191
0cf253360,5005924.949148933
0cfbe380d,394697.2228167714
0d00a4015,2749667.3458950096
0d3e49bb0,1292614.5608113303
0d40b481b,8116514.058008422
0d6201f52,15728058.47991937
0d6cfdf99,714190.3190866057
0d88e8fc0,341369.1276132505
0d89cda20,9807503.34339833
0d930ad35,4027258.882109048
0d933b6ac,29863508.24594599
0dadd8851,1200721.4722690443
0dd873736,1200039.641891635
0de8dbd9d,5218093.998762081
0dfc59af8,547716.5472519781
0e1920aa8,411603.00212542247
0e19c2272,161581.42182348575
0e2d63def,4833054.536695654
0e2e32e67,13348130.08115008
0e33dc3d1,2000421.706991142
0e54e257b,10350417.727844117
0e588402b,4154726.2165352935
0e6d5a8b0,14683611.773415105
0e7ddb509,2822419.9830927607
0e887aa09,1652795.3282114882
0e8c830c4,1392466.8361389022
0eb66e6ad,16119906.110866694
0ee72d61f,13473917.289327845
0efce87ee,8001936.592622002
0f1f08763,3788019.7914762464
0f2aaf7e5,6623081.378602799
0f2e84a29,1682970.6392691052
0f349b47a,9942036.490380192
0f3b3003f,8858185.952929169
0f452fd3e,18253855.20048474
0f5517ab0,7575531.169919278
0f70e1a1c,835568.2011277875
0f9231688,47807.944307560676
0f925f08c,2957009.831846867
0fadf9219,522584.74060256116
0fb080660,6715979.039468306
0fc215d64,1195354.800605618
0fcb524b7,2030907.3632140672
0fdacab09,64034.18950564974
0fdc81882,38569.003796309626
0fddec776,4026546.2706675995
0ff5ed246,6723758.180887054
1008166a8,2318502.830033422
1016ba869,1468299.5521555985
101847559,9225991.015805611
102bd04d8,2057836.565325151
1045a5101,5595264.18607484
104ded997,608313.0638966803
1059bc35b,49653.45280860253
10a929b4f,19237653.096514095
10b8ee0d8,14448415.562069908
10bec3555,1405896.382242325
10c2ea2f3,6040371.200696601
10e824dbb,17569831.179770224
10e82796a,1055154.9969521628
10f1de93a,4885761.515105984
10f890317,987832.4529156559
11250a507,9449230.913427766
113a0df16,2006874.8616726613
1160f5e79,10030895.33762847
1160f65f5,1338257.30210208
1167509aa,10040264.93743662
11afe76e6,2371915.137880392
11b309b45,2002409.2199118827
11b5f039b,21235951.05520867
11d5b7c0e,16067168.692997783
11df6f4bc,11787901.808713853
11fdde7eb,2012016.6380310894
1208ab425,23567464.73774727
120eb3f4b,920600.8220159925
121736323,4100023.2379262364
121e433d3,195441.62432949909
123a3e372,9629596.096140526
1240432e8,3966291.199315956
1240fa2e3,144388.36632029642
124807db0,245895.2156131487
1249ffb84,5386498.524953533
125046869,1968520.0783482543
1254c44d0,9610842.262810746
125c1ff5f,6795993.333488428
125e5f2f4,5218457.632176905
1260606f4,109538.5699228832
127478826,1795260.0219627018
127ed287e,998911.7175264868
1287d2d53,3496653.5215087407
1296b73ee,1005114.1526945186
1299cab28,1300691.4519739284
12ada2c6c,206485.14070192495
12b05d822,20598666.121528722
12b150758,1813321.525469322
12c818f0f,1626908.9786306662
12ced5924,290785.80877378635
12f86b2a5,218100.37097671497
12fdc199a,7942273.2280353205
130159057,10257829.082376858
13091f18d,20996754.742255967
133486df6,3454248.1961666257
133631910,421248.75511072355
133866461,4400466.7986849835
1338ca6ae,988193.2586330313
134d63f82,4885791.321165992
1362bae6f,614454.1129350528
1372a718a,600516.3282728348
1373199ff,749843.9028339545
137fcea1a,15290719.594362672
1382adeb4,3847266.4408078375
1392a8f7a,1205362.2423036492
1394c1db5,292961.8784538184
13a05ef44,572923.4462626014
13aa1d8c9,3107071.4919061796
13b28c8b3,262258.4983306706
13b727a3f,2059992.4167227612
1419dfb4d,1999601.3578855675
141c2bd2b,31084949.96499245
141f4fdb8,2088228.1554900606
142deffec,1510091.06635712
143a5293d,1170870.7537823303
14424d7cc,49951.961058948495
144ecf777,2488160.7242738763
145673354,5716742.07240774
145973334,1692992.6445752077
146500b51,13445574.189083606
1469e98c5,2817145.1311028893
14a5d0fe8,7827089.929780939
14bd7d131,1982501.533574315
14c84f0c0,10313068.050125612
14e082e9a,147045.48354794475
14f452ec9,2674707.259126873
1503cdcc6,8234067.025766001
150c45d59,152520.72207019178
15193f459,5006631.052348201
153140a59,451274.98848060943
1533877f8,210343.00295361868
15503a18c,12952396.861245502
1550e27bb,1008117.5897645983
155140b96,999390.680117904
155cf878e,5795469.385388558
157d76880,1981135.6152064514
15842e967,11871794.80859142
1595c36d2,56707.50919301513
15a93fbc8,1052407.856978623
15cd1d1d5,8228955.073790041
15d255c9e,1969226.0643336824
15dd66bbf,9891157.469646195
15defc71c,10452175.433794916
15fd7a9c6,197177.86566795988
16015eb55,1227259.4029758854
161b74329,2460554.679423375
16264c5bc,9729183.871161697
16532a0c9,2532825.7046813285
1653b322d,16132641.7575404
1694a2a9f,626960.8581329716
16970ce16,1182105.8779917813
16a02e67a,2210956.0242088996
16ab8ae14,24632883.452064384
16ac64d07,377711.6386281351
16bc96b7b,4368808.671962033
16dd8452d,4255124.750094757
16e7329a9,4611510.501252713
16e9f83f3,3494800.9439018015
16eafcab5,11291825.592282234
16eea6b20,40272.83364991445
16f48066a,23059407.57615731
16f811105,664841.591017456
16f95b9ee,2302691.1231530616
1719c79a1,14941569.486594511
17224efee,3997022.4915380185
1739fb8c4,19584928.428923555
17b624c7c,18929156.57544443
17b8789d4,1459861.8990930056
17ba8f200,24448761.055414498
17c3e83e5,6354421.757116005
17d5bfa1d,9783594.733697541
17e2164c4,2632624.4201351353
17f9d8c9c,4503221.616167667
17fb87123,1577022.5431111816
180f21115,1327793.6010278983
183e6b6bc,6890635.440847331
1842ddf03,4084473.7133800364
18516f2bb,3348723.207584377
1857737c8,713288.8284793547
186030841,2889567.3849454373
18768ec17,79447.99336912407
188521e79,213537.05636294125
188884a1e,1988381.8830789381
189059ba4,23535809.204100087
1895c8f1d,4040165.4296492464
189a2b5a6,1220622.514335824
18a1b4d0a,6089472.276473582
18ae5156c,1249570.754597603
18c26f151,2037246.3562846119
18c2ecfd0,3188643.137678011
18d443c1c,7811052.128854903
18d789f9f,374938.58018776926
18ed8b3d4,843565.3612799528
18ef9e408,373923.1465272331
18f550ac1,65994.85987697473
18f7cfa18,3973347.3402270856
1902ba327,1912640.1215539686
1906cc341,1035099.8189578706
190bdc46b,70275.36266915913
1916752c5,29830701.001235288
194757772,1028239.6492726756
19624675a,1178334.5931080875
1985cb518,5143068.559996074
198a1c3fa,186506.03933775116
198cdc4b7,2531430.7508858196
19959f0bf,3770138.6912928205
1995ef82a,61010.06077252449
199f36888,10450952.861500943
19ac5ab5b,8336388.569527916
19bafc0eb,2453481.958000531
19bf41a02,56434.860043560126
19c416584,5030699.591439034
19ca6ecf0,218173.32055388796
19d7d39f6,8914221.656628046
19e3e9ef4,32485757.668809097
19e6e7f62,2759304.4397689933
19f60d902,1164116.290632206
1a01b3554,70819.07557309119
1a060c889,1286800.0537994937
1a0b7f0fc,4286889.085385089
1a29797fa,121630.74715591283
1a2fcf1b6,1977784.6309337236
1a4fdc864,5187818.114110885
1a6507f27,6264434.47030398
1a65e321b,28550793.169195544
1a6eeab3f,1452565.3319817428
1a7c5c7eb,13999387.053003652
1a8d4e326,3279657.7542834897
1aa1847e8,729126.081356311
1aa3777e8,2069741.663912025
1aafc7dff,939175.5304089094
1ab2af2b6,10384672.556252554
1ab56116c,642194.2524502759
1ac0da637,2658233.9253789256
1addccea8,25999523.84966767
1ae64cc48,35133799.30502446
1ae79fa24,17895246.789500467
1b0bf8e81,1561511.0659261118
1b2383b69,1076566.493158252
1b27b561b,24009356.832788855
1b28e8107,10839756.600172034
1b2dac9f8,80763.40870275894
1b3e53c32,4919908.041655158
1b496f5ad,7903085.872692021
1b4f188b8,12414930.55565009
1b5ffb3c4,2070505.8202465689
1b7d3d6b5,4719867.936847188
1b7dd98f9,202051.87595200172
1b856e021,3395784.065279233
1b8b7d15a,6507304.489443038
1b9611c35,66639.51026677234
1bbe1ced7,6776551.612899185
1bc067951,17596176.346095838
1bc15dc5f,141556.44765344437
1bca204af,1477511.2550958267
1bf29b373,2502259.706930435
1bf5355f7,10074293.880204093
1bf546123,4512312.38784794
1bf991897,626934.2060607815
1c24d9778,2200586.9867680673
1c2abdc76,1513764.5651045921
1c468f019,2860650.353102382
1c973eb4c,1052283.9997802791
1ca047fe9,187663.57734447942
1cc560e54,5844567.28201382
1ce8e1cd0,22358102.578436483
1cfe0853f,3954287.3977261893
1d063a198,89907.5935809804
1d38c946c,3712134.106209834
1d45c1732,2010888.0078641206
1d5579a73,970212.5352882453
1d6b68c22,11591294.852383401
1d6c71212,10985574.421486553
1d73fc433,120410.3107523186
1d778bbac,1742933.2764911875
1d7797f00,4331202.555439096
1d7b2c8a7,992310.3245717887
1d9d69586,4125199.996868414
1da1c06c1,2350542.6056632996
1daca90a8,5049514.469252985
1ddb43b56,781898.8931498299
1dde4804d,272137.93271012267
1ded1e01e,3697698.3528194167
1dedfdbac,22886000.524115637
1df3ca92e,315258.6003752917
1e0338dcd,4113123.139656277
1e1d8d90e,2857733.6631936096
1e2f34688,19127571.330571163
1e3045c18,127699.69666209436
1e36dc609,4537054.286502842
1e49872f3,1175613.7948510377
1e4fc3c40,31387114.30233636
1e5f31318,397108.56233627046
1e62607ab,1179507.9153011125
1e6b7b391,4551910.535088624
1e70871d7,149200.50362434363
1e8655d44,1532390.5507197946
1e872ba44,2977700.499032908
1ea13e5d4,175562.22105888888
1ea7f5723,61977.51202151797
1ebc766ed,4152008.123153429
1ec133eac,25964682.60817488
1ecd8ba97,3434083.269897589
1edbf27ba,49533.32629362094
1eea651ed,121126.69505038403
1ef05eb96,32723391.266891103
1f1f8f0b0,2045960.2214967965
1f2587bea,15814492.755379045
1f2a4dc5e,172262.42317292735
1f2c0b413,11197553.366781628
1f2d8d285,5378958.996944181
1f348d898,19069000.133614764
1f4ce0d39,2811813.744587166
1f55f007a,2439722.8591252244
1f7fbf3f9,102054.69234080236
1f8049a79,710119.171172499
1f81be9eb,9828291.252981687
1f88b478f,1246166.1554141776
1f8cc6b2e,1031183.2954628414
1faae520c,807911.7421986877
1fac1f129,3866548.0200706027
1fc4260ed,414615.92839228647
1fd0de5d7,5763578.186034247
1fddfdcb6,8550503.692591395
1fde53b81,10174140.54900417
1fe1c499d,6067168.831788806
1fec49750,26154202.492641848
1ff2124f7,57637.30166420334
200d280f2,2174151.362240639
202d9a59a,7738763.955994479
2057cfe41,11541732.182306593
20768e427,51091.74057823534
207aa2662,3586717.8443908957
207be7529,9887308.669982897
207d02e64,3311140.2833125093
209558f2d,21202692.26751986
20a9ce847,2664298.4179851897
20aa72e20,320157.796247052
20b56724d,126093.9479968294
20c0383b4,76334.4654643364
20ca467ea,428914.1071738201
20e04521a,19428430.005773526
20e1c7d3f,3977980.4961864166
20eb12e4d,11350782.878580134
20edaa019,196823.4959641221
20f356a24,11239617.715230579
20f53f3d7,10064424.050362896
2108e8f98,406056.2003571937
210d8e7b9,6816422.869398682
2115fae97,1523260.7020562785
214c91c64,862666.648242325
215895e0e,12442998.473805824
215ec1b11,57754.36795973344
217f330e8,3387312.742967808
21845d030,3077910.125184058
218681ee8,19675087.69403964
219d1219c,9584031.091962703
21a005717,2003212.049108635
21c2eae29,8724024.580220824
21c3212a6,229489.3766011515
21d89ba5a,637934.1170044818
21f574bbd,23316139.219313145
2221f5277,704064.1402741353
222534cca,415811.4448587571
223460a29,4520983.695957117
2237b620f,2699362.7738698404
225b010d0,101303.07732524983
226841137,192821.31781329488
226c12d98,3641384.01836249
227d78eaa,312530.7366505082
2288a98ad,3354770.009488997
2295c9ae3,3866150.419054764
22ad66f80,2893080.940030658
22b060e4d,298587.83612143755
22b43e842,2146265.572830607
22b5448e5,10583650.13336428
22cd3d13a,3861944.2866076697
22f6e346e,38090.766194211414
22ff07fcc,956168.6484570063
2310af264,337423.36126278376
23284128a,1614812.8946618398
23366aeb1,27825722.77430442
233a45493,6114114.277500902
233b63ca6,199889.23439326524
23584ecf2,1508926.128872949
235a24ca0,5428914.190213295
235f5a1e8,17719198.869388886
23644a417,671542.266349693
237a22a48,871043.1912716592
238c9f64b,4895214.024186629
23a817a32,36830.29477313886
23ae9c56e,8731165.630722525
23bdf6d70,11015376.97725784
23ccc782e,4781399.727299241
23d8267ea,12987075.27004626
23e6b2507,9217461.53958407
23e998922,229616.5120716378
24005e477,817790.0828127844
24204cd10,538231.9579667584
242407fc6,10945317.254121518
242533f94,671065.1140034663
243072490,574728.8982037116
2432eb528,4011431.094403819
24438cac9,5098156.513806254
244961b09,3936366.2937895684
244d7b71d,2539514.122704429
24588c72f,9596510.728414154
247290e41,5763465.966359135
247642834,2317175.7061202065
24781c050,399967.9359528156
2482cd9db,1308479.2343315347
2498c80bd,10922909.296651267
249d3d394,10177690.486943878
24a88ba6c,394733.5900466653
24b407951,563466.4362183602
24bbde7fe,1376010.8107513387
24bcf52e7,18780360.94223116
24cee1fc3,50746.09817120719
24da6a83d,23798801.855884716
24dc91e16,8215266.135479914
24f01c094,4125615.210084512
250d402fb,1501085.185820167
25106307a,441657.6037995901
2514ad945,368290.6275770473
2520e9f50,5923567.809662148
2527b34f3,400838.8129553599
252a0ebd7,4403949.482604168
252c61716,307864.10121668666
2534018eb,2048104.381634549
25418cdf7,545634.0489693471
257677c45,9869149.788927022
257acfbad,1263408.3711851048
2585fcac9,1721587.2487676064
25aa357ac,2519066.4170624693
25d38c281,1069154.1072546877
25dfbe678,2051486.7288528879
25e52ff5c,3909260.4218864506
25e7a9b47,4054148.9935057047
25e8ca08e,7932941.921097985
25f617f68,735328.4546207428
2601e7fca,5024768.292160396
26119f3aa,928162.1637327191
26134bfd8,8125929.852214391
2638b4fa5,2169779.0449876115
263cd411e,7768264.536587666
264b40c7e,735476.3505623835
264ea7fa7,9701786.965542993
265503430,12871916.795496639
26607b251,7691164.977768616
266ee9712,1230703.792924032
267199253,4881621.486466225
2675946ac,588151.7183959801
26846ac4f,67480.10340066395
26b4eaa5f,412961.30643929366
26b572673,1289702.8512764028
26b7e2338,95503.5456016385
26be4a82b,195131.40938259076
26cfa8f1a,4891695.289213978
26f5eaa32,6845142.059891976
2702d1b1a,208955.61229899796
270c67296,7636358.067254135
270e2b263,19618185.68364114
2731dad0d,344452.85997086245
273ee54f2,3550193.5048831897
2744a7500,16874800.273019724
2744e27bf,122445.95775839927
2752103e6,1589343.5617005702
2756fb429,4968210.043230972
2760982aa,983702.402154823
27627b9ce,1328754.8552465248
2773077a1,8320266.283216509
2774c654c,951900.0835370398
2787cfeb7,3895030.298659794
279d16b1b,815482.6927309689
27e732cf2,5766698.465381586
27fb1913f,2030123.8043109057
27fc9cc41,10217348.758506596
2801250d8,305680.5541900924
285119a43,379674.0470933785
285640ed4,2327852.211997974
2867475b8,328872.96272249566
286c781c5,12176824.553745659
286e6c1d1,3890004.192109767
287b61527,7395355.646299999
2882d560b,93261.23713752268
28d62f61e,228235.38494153233
28e98ec00,13961998.631589515
29136e042,534011.5946932386
2914a8ba1,107776.95581690189
292ad5716,3912594.4790809457
292cd92c7,14641722.480607389
294299bd3,330611.5953954394
2958c5521,164775.82427410875
295c9bf75,34074211.003000684
29631d89a,617803.9206299026
296e653c7,20087732.345985215
297e4d38d,9964536.3738668
2983ee61b,19572240.57578331
299f4c64b,4713214.700195587
29bcb3582,3814163.567330642
29cabc045,175096.74807977283
29d15b733,155513.3921920362
29dc2f338,609105.9838627889
29e45ce90,34677309.094176576
29f3cdcb7,621927.4058726234
29f512db3,230258.6459839221
2a02b036d,10127038.886291156
2a1af2ab7,947504.8100371261
2a1ee0e61,198418.38401242398
2a24c98ad,4996849.965126137
2a267ed39,7088502.260249435
2a2cab548,243669.58749237232
2a464058e,48990.10924926121
2a7a5447e,15768180.16622388
2abea3c1a,812479.1267770027
2ad0cdab1,1962758.3541519232
2ad9254de,10406916.90340458
2ad9b9d8b,800060.9360391111
2add40483,99326.87742614273
2b19f27d2,3313169.7932999455
2b257ba1f,885134.7664418751
2b5d51bed,5182364.121936262
2b6766e0e,15775701.710201709
2b6deb2f0,1091221.1839913817
2b702ec3e,11252085.42662572
2b72ae5b2,5853942.856670522
2b74a22d4,4043291.4040537137
2b83eb254,6850295.700907215
2b98daba7,53561.93799349177
2b9fbca36,42574.835051218666
2bbbfc768,1009540.7094204245
2bc8fb6f8,51267.34306474065
2bd27f4de,1632473.048731924
2bd7e26b0,594446.203966529
2bda576f7,1433108.1915854905
2bed95e2e,5431950.420268972
2bf931963,8008538.307922608
2bf9e385e,27015001.37710268
2bfe78895,14941033.579414563
2bffc6bde,2082463.1439741373
2c01f939b,2571872.9679216547
2c03d41ec,961496.2898709308
2c044dc70,38243.585544803616
2c38b96b4,3866198.188702346
2c3a4c8e4,1310292.87636826
2c433d84b,1514552.2784566518
2c50538bc,501403.7253244277
2c518cd87,22440043.733737092
2c5bc71cb,888041.1238881914
2c64d169a,5308668.256296749
2c691187a,9210735.990734424
2c754044b,5510324.489251958
2c76eca7a,5026244.464261805
2c82cdec5,351241.1790683219
2c9a3b088,189393.32186933383
2c9a60809,2014931.4136627023
2ca9abaf4,1014335.7788531114
2cd540ec0,1413886.9887955356
2cfcd416d,606821.6230908635
2cff7c17c,16950485.139761087
2d2e49caf,1985245.3180775568
2d4096dad,1105695.2484207037
2d5267ade,11870693.324781492
2d5942ff8,5550169.801051364
2d6fff5cc,1373012.243120959
2d7145b44,8559480.300301805
2d7d3ea62,18664703.395256177
2d99c4386,3812430.4473380707
2da855ace,12202001.40357654
2daeeec97,148459.96502165377
2db7bb348,7780174.996926829
2dbc76bec,279271.35023409134
2dcfac129,2069725.1755853503
2dd0119ab,4888665.332445861
2de5ba507,3517785.9941980313
2de873e9f,2001465.1550411358
2e04e97f1,2198815.828419921
2e11e7343,599637.5636122285
2e164e8ac,177406.3218577951
2e1ce6102,17847915.102229487
2e292b74b,2028565.1619549643
2e319ed26,2150356.629094759
2e3afd3f6,2817167.2043662635
2e57ec99f,334703.225311603
2e5e4e336,5859438.278146403
2e6718d2c,1992422.8941789258
2e6e6851e,2110250.8740096805
2e86c47b5,2902634.198048916
2e8a1817d,3238030.237288605
2e8ee92a7,1485660.7274451512
2eac253bb,7646948.819083169
2ecc23879,20395321.15008057
2ed599920,9936957.753240969
2ed7a5de6,1277061.6829352952
2efa782d6,4984798.0036018435
2f0f7fc19,11781733.73598093
2f177a7f7,605954.4824736032
2f17e847e,9290288.87959612
2f2297864,1887897.5642916597
2f2bb07f1,176064.67156229157
2f44af10b,1996561.215352225
2f4daaf26,27242675.134066798
2f5332610,451774.7261979693
2f673ca39,2050193.7170293895
2f8c6923f,5952090.9748388035
2f9e198eb,415043.6676139382
2faeb57fd,4999024.294835646
2fb03280c,2594992.913210949
2fb62052d,1467968.883912631
2fbc0500e,29511623.05537118
2fbdef9b2,1029300.1651099991
2ff0309a6,15108880.55781046
30016c714,15915262.981313987
3013da8cc,8075508.366100668
306630eeb,1625829.8907909838
306793c8e,214351.0070136819
307098375,4785620.085630617
30874cdfa,1167248.6238088468
30b6a13fe,1438749.9075509931
30bebd1d7,20695775.624023646
30d46c23f,399078.1705304575
30ea48a09,2612335.6845439095
30ef619ac,34227732.210578226
311ddb270,217377.59812988996
312477663,5395112.879186429
31534c4a2,34459545.18312942
31595e67e,3192252.13899266
318b6f274,1378582.4429137753
319b97a42,9722574.136186639
319e95726,544246.5770780706
31a1f645c,113963.12161730435
31b50a851,2692746.369146003
31b94f5fa,1869583.8605327688
31ba202e7,2678859.1005567675
31cc79b72,271169.3850960293
31cf2ec3a,9233139.03192007
31e61d1f3,13863639.026422357
31e665064,1639882.0380734839
3201bfc16,968785.3015883772
32209c51a,1142233.8636929807
3222ec38b,6082894.168045669
32259bba6,126796.87687462555
322ec1b02,180448.35336798246
322f6101a,15149229.03847425
323cb550b,7791961.000341627
325135abf,893145.5230283762
325fa68d2,30294022.569096576
3270ea32e,9421045.527480198
32738610c,2023490.86436588
327945605,1198576.414545067
328bf2a6e,3853468.156910521
32a1b713c,16686013.3582565
32bd5b5aa,1154765.458209895
32c96f899,7025575.391017849
32ca45384,85197.08054079865
32d8bcb79,50445.61134430524
32dac16ab,37463.48518541551
32e450017,2071583.4222523922
32fad0bb2,3408255.1337764445
33027a097,706072.6641699184
3330f52e0,10002395.711281016
3339dbd5c,5836519.567170504
33500c9a3,1171292.461406763
336dadeca,13046177.124714373
33823e0f6,7747166.076567893
338e66112,406849.37162278715
33c7f16ef,14040476.838200567
33d5c158f,10932437.41293366
33e859e89,1043675.1921157871
33f438780,3648022.592027361
340414cdc,19576773.595218956
3404b85b6,29853938.48412344
341a3f0c1,1844805.8344872547
342394ada,1120991.4081963336
3442e5203,114635.34891329406
34752b6e4,2656688.552042963
3487593b6,2738029.9830118488
3499dd5b0,933755.9116097017
34a45aa10,4325306.433402411
34d5e4f3f,517035.6538304127
34e6c44cf,4593082.660231088
34fc672ab,112085.5464184027
350fd9a22,566662.1498278258
3519e1b4d,1647761.6344954378
35363a899,82469.89610223549
3540b1ba4,1121820.5467896757
35483539d,13491487.747012818
354883fb6,2283387.9862616453
3576e488d,19086273.517347
3582eb585,1050094.3981464286
359d25b38,1692936.3686694498
35a08c9d3,18551515.166090164
35b0c79f5,2018764.8758207997
35b338a94,3944218.4353272817
35dcc0108,1283115.6733352218
35e66b440,14261700.851855103
